3;40
40;5
13;30
5;4
21;1
5;3
12;11
15;14
14;12
14;13
23;16
18;17
19;18
10;19
5;20
13;20
20;19
22;21
23;22
32;23
9;23
25;24
14;24
28;25
26;25
27;26
29;28
3;31
34;32
10;32
35;34
12;36
1;37
34;37
4;37
40;40
27;9
27;25
